customer_id;first_name;last_name;gender;past_3_years_bike_related_purchases;DOB;Age;Age Group;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;tenure
946;Bettina;Farrer;Female;16;1961/07/17;38;Young Adult;Research Associate;Manufacturing;High Net Worth;N;No;12
947;Hyacinth;Naldrett;Female;43;1986/03/10;55;Middle Age;Pharmacist;Health;Mass Customer;N;No;10
948;Yardley;Argo;Male;19;1969/08/09;49;Middle Age;Recruiting Manager;;Affluent Customer;N;No;10
949;Jarid;Grebner;Male;18;1975/09/07;124;Elderly Adult;Executive Secretary;Health;Mass Customer;N;Yes;3
950;Bret;Ivakhnov;;24;;25;Young Adult;Recruiter;IT;High Net Worth;N;Yes;
951;Meryl;Dumbar;Male;44;1999/09/29;53;Middle Age;Assistant Media Planner;Entertainment;Mass Customer;N;No;1
952;Marina;Andresen;Female;34;1971/06/13;45;Middle Age;VP Sales;Financial Services;Affluent Customer;N;Yes;6
953;Jasmin;Brodeur;Female;16;1979/05/23;29;Young Adult;;;Mass Customer;N;No;7
954;Alain;Immins;Male;76;1995/02/28;35;Young Adult;VP Quality Control;Manufacturing;Mass Customer;N;Yes;7
955;Teresina;Gibbie;Female;78;1989/10/01;64;Older Adult;Research Nurse;Health;Mass Customer;N;Yes;9
956;Ezechiel;Pettecrew;Male;19;1960/09/26;30;Young Adult;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;9
957;Jamima;Gannan;Female;80;1994/08/20;60;Older Adult;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes;7
958;Kristofor;Saulter;Male;15;1964/01/14;38;Young Adult;Biostatistician IV;Health;High Net Worth;N;No;18
959;Katharina;Jennins;Female;3;1986/10/26;56;Middle Age;Staff Scientist;;Affluent Customer;N;Yes;21
960;Lannie;Crumley;Male;1;1968/10/10;38;Young Adult;GIS Technical Architect;Health;Mass Customer;N;Yes;12
961;Rosamund;Shelton;Female;73;1986/08/10;47;Middle Age;Assistant Manager;Financial Services;Mass Customer;N;No;6
962;Granger;Tuftin;Male;49;1977/09/07;56;Middle Age;VP Product Management;;High Net Worth;N;Yes;17
963;Valery;Haresign;Female;56;1968/07/28;30;Young Adult;Budget/Accounting Analyst I;;High Net Worth;N;Yes;16
964;Rhetta;Grellier;Female;35;1994/01/24;27;Young Adult;Assistant Professor;Financial Services;High Net Worth;N;No;6
965;Meggie;Whitchurch;Female;86;1997/06/18;45;Middle Age;Structural Engineer;Retail;High Net Worth;N;Yes;5
966;Krystyna;Linning;Female;70;1978/11/05;25;Young Adult;Speech Pathologist;Retail;High Net Worth;N;Yes;5
967;April;Causon;Female;44;1999/10/04;69;Older Adult;Sales Associate;Manufacturing;Affluent Customer;N;Yes;1
968;Wayne;Woodfin;Male;96;1955/06/16;46;Middle Age;Accountant IV;IT;High Net Worth;N;Yes;16
969;Jo;Mallinar;Female;20;1978/09/19;44;Middle Age;Health Coach IV;Health;High Net Worth;N;Yes;18
970;Kellyann;Hawton;Female;2;1980/06/26;36;Young Adult;VP Accounting;Financial Services;High Net Worth;N;Yes;14
971;Sarge;Lerohan;Male;11;1988/10/25;43;Middle Age;Geologist I;Manufacturing;High Net Worth;N;No;22
972;Dena;Crewdson;Female;81;1981/07/23;45;Middle Age;Project Manager;Retail;Mass Customer;N;Yes;10
973;Annabella;Hebron;Female;46;1979/08/02;33;Young Adult;Data Coordiator;Health;High Net Worth;N;No;15
974;Mellicent;Dollin;Female;92;1991/06/07;124;Elderly Adult;Administrative Assistant IV;;Mass Customer;N;Yes;4
975;Goldarina;Rzehorz;;26;;53;Middle Age;Automation Specialist IV;IT;Mass Customer;N;No;
976;Andonis;Slimmon;Male;10;1971/10/21;64;Older Adult;Graphic Designer;Financial Services;Affluent Customer;N;No;10
977;Olga;Dyke;Female;65;1959/11/30;42;Middle Age;Staff Accountant III;;High Net Worth;N;Yes;13
978;Erena;Escalero;Female;40;1982/01/31;64;Older Adult;Nurse Practicioner;;High Net Worth;N;No;15
979;Kayla;Falkingham;Female;42;1959/12/25;46;Middle Age;Budget/Accounting Analyst I;Manufacturing;High Net Worth;N;No;12
980;Max;Gronaver;Female;19;1978/01/23;51;Middle Age;Registered Nurse;Health;Mass Customer;N;No;8
981;Bud;Smittoune;Male;0;1973/02/19;64;Older Adult;;Retail;Mass Customer;N;No;11
982;Tibold;Bonwell;Male;14;1960/02/12;124;Elderly Adult;Geologist III;Health;High Net Worth;N;Yes;6
983;Shaylyn;Riggs;;49;;70;Older Adult;;IT;Affluent Customer;N;No;
984;Luciano;Weddup;Male;89;1954/03/25;54;Middle Age;Programmer I;Manufacturing;Affluent Customer;N;No;16
985;Aryn;O'Halloran;Female;29;1970/09/30;30;Young Adult;Help Desk Operator;Retail;High Net Worth;N;No;15
986;Barnard;Stranks;Male;3;1994/10/05;50;Middle Age;Office Assistant I;Manufacturing;Mass Customer;N;Yes;8
987;Lars;Keher;Male;89;1974/08/29;43;Middle Age;Senior Cost Accountant;Financial Services;Affluent Customer;N;Yes;11
988;Andree;Simonato;Female;35;1981/01/15;42;Middle Age;Director of Sales;Manufacturing;High Net Worth;N;No;7
989;Caralie;Morfett;Female;43;1982/05/24;48;Middle Age;Project Manager;Financial Services;Mass Customer;N;No;17
990;Melissa;Purple;Female;56;1976/04/13;32;Young Adult;Administrative Officer;Manufacturing;Mass Customer;N;Yes;14
991;Lenna;Coales;Female;11;1991/11/29;65;Older Adult;Financial Analyst;Financial Services;Mass Customer;N;Yes;10
992;Cordelia;Hawkeswood;Female;6;1958/11/25;47;Middle Age;;Property;Mass Customer;N;Yes;8
993;Reine;Semken;Female;71;1977/02/18;46;Middle Age;Account Coordinator;Argiculture;High Net Worth;N;No;17
994;Rhetta;Kupker;Female;62;1977/11/14;58;Middle Age;Librarian;Entertainment;Affluent Customer;N;Yes;5
995;Urbano;Mews;Male;16;1965/11/12;124;Elderly Adult;Information Systems Manager;Health;Mass Customer;N;Yes;19
996;Aura;Bemlott;;67;;43;Middle Age;Assistant Manager;IT;Mass Customer;N;Yes;
997;Ambros;Kernes;Male;30;1981/07/03;58;Middle Age;Teacher;Telecommunications;Mass Customer;N;Yes;13
998;Petunia;Dufton;Female;66;1965/12/13;36;Young Adult;Speech Pathologist;Manufacturing;Affluent Customer;N;Yes;5
999;Dido;Leyburn;Female;12;1988/04/10;46;Middle Age;Recruiting Manager;;High Net Worth;N;No;4
1000;Paulie;Castelot;Female;44;1978/08/07;45;Middle Age;Compensation Analyst;Financial Services;Mass Customer;N;No;11
1001;Finley;Vost;Male;63;1979/08/27;46;Middle Age;Recruiter;Retail;Mass Customer;N;No;14
1002;Pacorro;De Clairmont;Male;65;1978/08/30;56;Middle Age;Business Systems Development Analyst;;Mass Customer;N;Yes;18
1003;Mariann;O'Geaney;Female;35;1968/02/03;49;Middle Age;Paralegal;Financial Services;High Net Worth;N;No;18
1004;Colas;Pumfrett;Male;35;1975/07/09;57;Middle Age;Business Systems Development Analyst;IT;High Net Worth;N;No;22
1005;Kalila;Birtwistle;Female;94;1967/09/15;47;Middle Age;Design Engineer;IT;High Net Worth;N;Yes;8
1006;Norbert;Gotcher;Male;15;1977/08/10;28;Young Adult;Quality Control Specialist;Telecommunications;Affluent Customer;N;Yes;19
1007;Cord;Warriner;Male;58;1996/06/08;48;Middle Age;;Retail;Mass Customer;N;No;5
1008;Lorry;Booley;Female;47;1975/11/10;67;Older Adult;Teacher;;Mass Customer;N;No;21
1009;Nolie;Orring;Female;16;1957/05/09;61;Older Adult;Research Associate;Manufacturing;High Net Worth;N;Yes;13
1010;Leighton;Ebbles;Male;24;1963/01/26;39;Young Adult;Nurse;Financial Services;Affluent Customer;N;No;17
1011;Cymbre;Janos;Female;42;1985/07/19;69;Older Adult;Occupational Therapist;Health;High Net Worth;N;Yes;10
1012;Anna-diane;Preddle;Female;20;1955/05/20;48;Middle Age;Software Test Engineer III;;High Net Worth;N;Yes;11
1013;Corissa;Zienkiewicz;Female;53;1976/09/06;64;Older Adult;Physical Therapy Assistant;Retail;High Net Worth;N;No;17
1014;Miller;Faloon;Male;60;1960/10/14;69;Older Adult;Senior Developer;Property;Mass Customer;N;Yes;8
1015;Toiboid;Sorrel;Male;7;1955/04/01;65;Older Adult;Web Developer I;Health;Mass Customer;N;No;17
1016;Adrian;Prettyjohns;Male;0;1959/08/12;45;Middle Age;Legal Assistant;IT;Mass Customer;N;Yes;17
1017;Jacquenette;Pluthero;Female;88;1979/01/09;29;Young Adult;Assistant Media Planner;Entertainment;High Net Worth;N;No;16
1018;Matthiew;Ferreras;Male;1;1994/11/27;50;Middle Age;Help Desk Operator;Manufacturing;Mass Customer;N;Yes;7
1019;Ignazio;Milby;Male;42;1973/11/19;48;Middle Age;Human Resources Assistant II;Manufacturing;Mass Customer;N;Yes;14
1020;Natala;Thorndale;Female;29;1975/11/10;47;Middle Age;;IT;Affluent Customer;N;No;13
1021;Elvis;Rixon;Male;16;1977/10/02;34;Young Adult;Mechanical Systems Engineer;Retail;High Net Worth;N;No;7
1022;Suzann;Wilks;Female;56;1990/03/04;33;Young Adult;Assistant Manager;Financial Services;Affluent Customer;N;Yes;14
1023;Iseabal;Fullbrook;Female;16;1991/07/23;32;Young Adult;;Financial Services;Affluent Customer;N;Yes;6
1024;Rhodia;D'Onise;Female;17;1992/06/05;27;Young Adult;Social Worker;Health;High Net Worth;N;Yes;2
1025;Ario;Jeromson;Male;69;1997/07/30;30;Young Adult;Quality Engineer;IT;Mass Customer;N;Yes;5
1026;Vernon;Hakking;Male;66;1994/07/29;58;Middle Age;;Financial Services;Affluent Customer;N;No;4
1027;Rolando;Sherewood;Male;33;1966/10/07;25;Young Adult;Statistician I;Financial Services;Affluent Customer;N;No;18
1028;Thorn;Torfin;Male;10;1999/08/11;27;Young Adult;Project Manager;;High Net Worth;N;No;1
1029;Forbes;Londors;Male;71;1997/02/15;62;Older Adult;VP Sales;;Mass Customer;N;No;4
1030;Nariko;Dummigan;Female;9;1962/05/05;41;Middle Age;Food Chemist;Health;Mass Customer;N;No;5
1031;Roi;Ogden;Male;75;1983/09/15;46;Middle Age;Junior Executive;Manufacturing;Mass Customer;N;No;6
1032;Maribelle;Werndly;Female;36;1978/07/18;29;Young Adult;Executive Secretary;;Mass Customer;N;Yes;18
1033;Jacob;Claringbold;Male;70;1995/01/06;48;Middle Age;;;Affluent Customer;N;Yes;3
1034;Denney;Cretney;Male;16;1976/05/12;47;Middle Age;;;High Net Worth;N;Yes;3
1035;Kara-lynn;Doddridge;Female;77;1976/11/02;54;Middle Age;Operator;Retail;Affluent Customer;N;Yes;5
1036;Randene;Ingle;Female;6;1969/11/28;68;Older Adult;Paralegal;Financial Services;Mass Customer;N;Yes;12
1037;Sissie;Rielly;Female;95;1956/08/08;124;Elderly Adult;Human Resources Assistant II;Financial Services;Mass Customer;N;No;10
1038;Fraser;Acome;;57;;49;Middle Age;Engineer I;Manufacturing;Mass Customer;N;Yes;
1039;Nona;Diamant;Female;24;1975/03/14;49;Middle Age;;;High Net Worth;N;Yes;15
1040;Jacenta;Wedlock;Female;78;1975/03/04;65;Older Adult;Food Chemist;Health;High Net Worth;N;No;9
1041;Free;Bonniface;Male;95;1959/05/25;48;Middle Age;;Property;Affluent Customer;N;No;15
1042;Isacco;Woodwind;Male;0;1976/01/14;38;Young Adult;Nuclear Power Engineer;Manufacturing;High Net Worth;N;Yes;11
1043;Giorgi;Hurford;Male;34;1986/10/20;124;Elderly Adult;Sales Associate;Financial Services;Mass Customer;N;Yes;16
1044;Frederico;Whilder;;4;;38;Young Adult;Food Chemist;Health;High Net Worth;N;No;
1045;Aeriel;Everest;Female;88;1986/05/08;69;Older Adult;;Financial Services;Mass Customer;N;Yes;19
1046;Shir;Clevely;Female;0;1955/07/23;46;Middle Age;Budget/Accounting Analyst II;;Affluent Customer;N;No;11
1047;Standford;Tanswill;Male;39;1978/09/03;48;Middle Age;VP Accounting;Financial Services;Affluent Customer;N;No;11
1048;Braden;Lamming;Male;99;1976/06/08;28;Young Adult;Internal Auditor;;Affluent Customer;N;No;15
1049;Fraser;Gaenor;Male;35;1996/03/02;51;Middle Age;Software Consultant;Property;Mass Customer;N;No;2
1050;Marjie;Ghion;Female;7;1973/07/29;47;Middle Age;Software Consultant;Telecommunications;Mass Customer;N;Yes;15
1051;Xylia;Lange;Female;34;1977/09/29;38;Young Adult;Help Desk Technician;Property;High Net Worth;N;Yes;14
1052;Dela;Flannigan;Female;31;1986/02/02;62;Older Adult;Junior Executive;Financial Services;High Net Worth;N;No;3
1053;Davon;Stanyland;Male;98;1962/05/20;41;Middle Age;;Manufacturing;Mass Customer;N;Yes;8
1054;Natal;Matiewe;Male;27;1983/08/09;36;Young Adult;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;13
1055;Danell;Rose;Female;30;1988/06/08;57;Middle Age;Data Coordiator;Manufacturing;Mass Customer;N;No;12
1056;Kendricks;Markel;Male;96;1966/12/18;55;Middle Age;Software Test Engineer IV;Manufacturing;Affluent Customer;N;No;6
1057;Laryssa;Durdle;Female;73;1969/04/06;37;Young Adult;Registered Nurse;Health;Mass Customer;N;No;5
1058;Gretel;Gionettitti;Female;37;1987/10/24;56;Middle Age;Research Assistant IV;Retail;Affluent Customer;N;Yes;4
1059;Chantal;Plante;Female;68;1968/02/16;62;Older Adult;Account Representative III;Entertainment;High Net Worth;N;Yes;6
1060;Vanda;Boadby;Female;88;1961/11/23;35;Young Adult;Associate Professor;Argiculture;Affluent Customer;N;Yes;13
1061;Anderson;;Male;34;1988/11/07;49;Middle Age;Speech Pathologist;Financial Services;Mass Customer;N;No;19
1062;Tish;Mowett;Female;32;1975/09/28;37;Young Adult;Junior Executive;;Mass Customer;N;No;14
1063;Terrence;Geck;Male;22;1987/03/01;47;Middle Age;Actuary;Financial Services;Affluent Customer;N;Yes;13
1064;Thornie;Andrusov;Male;3;1977/06/13;62;Older Adult;Librarian;Entertainment;Affluent Customer;N;Yes;8
1065;Chilton;Ghirigori;Male;8;1962/06/27;29;Young Adult;Quality Engineer;Financial Services;Mass Customer;N;Yes;8
1066;Hailey;Ricciardi;Male;45;1995/10/06;59;Middle Age;Recruiter;Telecommunications;High Net Worth;N;No;12
1067;Berri;Cotillard;Female;13;1965/05/17;29;Young Adult;Engineer IV;Financial Services;Mass Customer;N;Yes;13
1068;Frazer;Searston;Male;5;1995/03/21;48;Middle Age;;Health;Mass Customer;N;Yes;3
1069;Reese;Titterington;Male;85;1976/04/15;29;Young Adult;Web Designer I;Telecommunications;Mass Customer;N;No;15
1070;Albert;Gomery;Male;5;1995/06/04;37;Young Adult;Account Representative IV;;Mass Customer;N;No;1
1071;Chrisy;Miranda;Male;68;1986/12/29;67;Older Adult;;Retail;High Net Worth;N;No;1
1072;Curt;Petrello;Male;60;1957/06/01;44;Middle Age;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes;8
1073;Elbertina;Donne;Female;77;1980/02/25;50;Middle Age;Associate Professor;;Affluent Customer;N;Yes;7
1074;Griswold;Juett;Male;43;1974/07/14;57;Middle Age;Accounting Assistant IV;;High Net Worth;N;Yes;18
1075;Cullin;Elcoate;Male;26;1967/07/25;24;Young Adult;Administrative Officer;Manufacturing;High Net Worth;N;No;7
1076;Siegfried;Trattles;Male;33;2000/06/06;69;Older Adult;Pharmacist;Health;Affluent Customer;N;No;2
1077;Sheba;Este;Female;8;1955/10/11;48;Middle Age;;Telecommunications;Mass Customer;N;Yes;18
1078;Abe;Pilley;Male;69;1976/06/05;46;Middle Age;Executive Secretary;Manufacturing;Mass Customer;N;No;20
1079;Dennie;L' Anglois;Male;70;1978/01/03;24;Young Adult;Nurse Practicioner;Manufacturing;Mass Customer;N;No;18
1080;Monah;Talbot;Female;70;1999/12/26;39;Young Adult;Speech Pathologist;Property;Mass Customer;N;Yes;2
1081;Marga;Cradduck;Female;25;1985/10/21;124;Elderly Adult;Social Worker;Health;Mass Customer;N;No;16
1082;Guinevere;Kelby;;90;;28;Young Adult;Financial Analyst;Financial Services;Mass Customer;N;Yes;
1083;Chadd;Fowlds;Male;46;1996/08/07;30;Young Adult;VP Product Management;;Affluent Customer;N;No;1
1084;Serena;Jagson;Female;54;1994/05/18;49;Middle Age;Accounting Assistant I;Retail;Affluent Customer;N;No;8
1085;Lucho;Strafen;Male;4;1975/09/12;35;Young Adult;Internal Auditor;Health;Mass Customer;N;No;8
1086;Ezechiel;Parnall;Male;84;1989/06/21;45;Middle Age;Statistician IV;Property;Mass Customer;N;Yes;4
1087;Lian;Madrell;Female;39;1979/09/18;35;Young Adult;Financial Analyst;Financial Services;Mass Customer;N;Yes;8
1088;Andy;Polgreen;Female;19;1989/07/21;36;Young Adult;Design Engineer;;High Net Worth;N;Yes;3
1089;Korney;Hess;Female;90;1988/09/17;49;Middle Age;Product Engineer;Property;Affluent Customer;N;No;12
1090;Lorettalorna;;Female;15;1975/07/15;44;Middle Age;Computer Systems Analyst II;Telecommunications;Affluent Customer;N;No;17
1091;Keith;Housden;Male;19;1980/04/15;89;Elderly Adult;;Health;Mass Customer;N;No;15
1092;Katlin;Creddon;Female;56;1935/08/22;28;Young Adult;VP Quality Control;Retail;Mass Customer;N;No;5
1093;Clarita;Penright;Female;63;1996/09/13;48;Middle Age;Business Systems Development Analyst;;Affluent Customer;N;No;5
1094;Shaughn;Salters;Male;48;1975/12/27;66;Older Adult;Dental Hygienist;Health;High Net Worth;N;No;19
1095;Emelda;Gerler;Female;2;1958/08/29;54;Middle Age;Project Manager;Health;Mass Customer;N;No;6
1096;Jakie;Mungham;Male;33;1969/11/29;56;Middle Age;Software Test Engineer I;Health;High Net Worth;N;No;14
1097;Gwenora;Grabbam;Female;71;1968/01/31;35;Young Adult;Engineer II;Financial Services;Mass Customer;N;Yes;18
1098;Maure;Crow;Female;99;1989/02/01;49;Middle Age;Administrative Assistant IV;Financial Services;Mass Customer;N;Yes;12
1099;Jarrett;Maffia;Male;12;1975/01/13;41;Middle Age;Tax Accountant;Manufacturing;Affluent Customer;N;Yes;11
1100;Cord;Braundt;Male;59;1983/01/02;55;Middle Age;Engineer I;Manufacturing;Mass Customer;N;No;15
1101;Haily;McWilliams;Female;76;1968/12/22;48;Middle Age;Senior Editor;;Mass Customer;N;No;15
1102;Stephana;Puzey;Female;16;1976/08/17;46;Middle Age;Recruiting Manager;Manufacturing;Affluent Customer;N;No;15
1103;Glynnis;Sailor;Female;76;1978/01/30;64;Older Adult;Financial Advisor;Financial Services;High Net Worth;N;Yes;20
1104;Jewelle;Pincott;Female;82;1959/12/31;34;Young Adult;Programmer III;Retail;Mass Customer;N;No;8
1105;Sherman;McCusker;Male;39;1990/02/10;61;Older Adult;General Manager;;Mass Customer;N;No;18
1106;Sibyl;Bigmore;Female;2;1962/12/17;50;Middle Age;Software Consultant;Retail;Mass Customer;N;No;15
1107;Maridel;Whitby;Female;70;1974/07/17;62;Older Adult;Social Worker;Health;High Net Worth;N;No;18
1108;Ginnie;Farriar;Female;86;1962/03/06;35;Young Adult;Dental Hygienist;Health;Mass Customer;N;No;17
1109;Nestor;Billingsley;Male;21;1989/09/01;33;Young Adult;Web Developer II;Entertainment;High Net Worth;N;No;6
1110;Lazar;Cherryman;Male;73;1991/03/17;64;Older Adult;Information Systems Manager;Retail;High Net Worth;N;No;12
1111;Zach;Maynard;Male;96;1960/03/04;43;Middle Age;Director of Sales;;High Net Worth;N;Yes;18
1112;Jarrett;Chiplin;Male;25;1981/05/22;32;Young Adult;;;Mass Customer;N;Yes;13
1113;Dorie;Willock;Male;45;1992/06/24;48;Middle Age;Recruiter;Property;Mass Customer;N;No;6
1114;Evonne;Southan;Female;96;1976/06/03;54;Middle Age;Structural Engineer;Retail;Mass Customer;N;No;14
1115;Merola;Stutard;Female;33;1970/01/18;50;Middle Age;Account Coordinator;;High Net Worth;N;Yes;17
1116;Tori;Coche;Female;59;1974/06/26;48;Middle Age;Assistant Manager;Health;Mass Customer;N;Yes;16
1117;Georgena;Guilaem;Female;83;1975/12/01;48;Middle Age;Quality Engineer;;Affluent Customer;N;No;14
1118;Colline;Coulman;Female;95;1975/12/19;48;Middle Age;Sales Representative;Retail;Mass Customer;N;Yes;9
1119;Lemmy;Bennit;Male;43;1976/10/09;44;Middle Age;;Entertainment;Mass Customer;N;Yes;19
1120;Jacquelyn;Rowlinson;Female;87;1980/08/31;40;Middle Age;Web Developer IV;Retail;Affluent Customer;N;No;12
1121;Dione;Raithby;Female;30;1984/01/21;38;Young Adult;Registered Nurse;Health;Mass Customer;N;Yes;3
1122;Gerladina;Carney;Female;59;1985/12/19;62;Older Adult;;;Mass Customer;N;No;11
1123;Dominick;Downey;Male;50;1962/06/18;59;Older Adult;;Property;Mass Customer;N;No;13
1124;Eben;Threader;Male;36;1965/02/03;34;Young Adult;Health Coach III;Health;Affluent Customer;N;Yes;9
1125;Raff;Everley;Male;25;1990/01/19;51;Middle Age;Software Test Engineer III;IT;Affluent Customer;N;No;9
1126;Atlante;Sonley;Female;77;1973/09/27;33;Young Adult;Executive Secretary;;Mass Customer;N;No;14
1127;Elly;Ormshaw;Female;30;1991/02/27;32;Young Adult;Physical Therapy Assistant;Financial Services;Mass Customer;N;No;8
1128;Kirsten;Longman;Female;47;1992/04/12;47;Middle Age;Financial Advisor;Financial Services;Mass Customer;N;Yes;8
1129;Hercule;;Male;2;1977/06/29;59;Older Adult;VP Marketing;Entertainment;Mass Customer;N;Yes;9
1130;Juli;Prine;Female;90;1964/12/06;68;Older Adult;Sales Associate;;Mass Customer;N;No;16
1131;Sigmund;Barkworth;Male;16;1956/08/07;39;Young Adult;VP Marketing;;Mass Customer;N;No;15
1132;Coriss;Darkott;Female;99;1985/08/01;56;Middle Age;Actuary;Financial Services;Affluent Customer;N;Yes;9
1133;Forrester;McFetridge;Male;88;1968/01/26;30;Young Adult;;Manufacturing;Affluent Customer;N;No;6
1134;Sullivan;Scullion;Male;22;1994/09/30;44;Middle Age;Administrative Assistant IV;Financial Services;Affluent Customer;N;No;3
1135;Mireielle;Avrasin;Female;60;1980/05/03;47;Middle Age;Software Engineer IV;Financial Services;Mass Customer;N;Yes;11
1136;Ivan;Blackhall;Male;72;1977/08/31;47;Middle Age;Executive Secretary;Property;High Net Worth;N;No;7
1137;Jermayne;Hryniewicki;Male;46;1977/07/03;33;Young Adult;Business Systems Development Analyst;;Mass Customer;N;No;18
1138;Elli;Loxdale;Female;77;1991/09/21;42;Middle Age;Statistician I;Retail;Mass Customer;N;Yes;5
1139;Shellysheldon;Wickey;Male;52;1982/09/15;38;Young Adult;Editor;Manufacturing;Mass Customer;N;Yes;16
1140;Deana;Rathbourne;Female;32;1986/02/25;43;Middle Age;Executive Secretary;;Mass Customer;N;Yes;13
1141;Shannah;Gritsaev;Female;70;1981/09/19;26;Young Adult;;Financial Services;High Net Worth;N;Yes;4
1142;Michal;Paiton;Male;95;1998/05/07;69;Older Adult;Desktop Support Technician;Telecommunications;Mass Customer;N;No;2
1143;Goraud;Boissieux;Male;64;1955/03/06;27;Young Adult;Office Assistant IV;Health;Mass Customer;N;Yes;6
1144;Damon;Phelip;Male;73;1996/12/12;59;Middle Age;Environmental Specialist;Health;High Net Worth;N;Yes;5
1145;Korella;Begin;Female;80;1965/09/26;32;Young Adult;;Property;Mass Customer;N;Yes;14
1146;Hadleigh;Birley;Male;88;1992/08/31;56;Middle Age;Assistant Professor;Financial Services;High Net Worth;N;No;8
1147;Tate;Studholme;Male;71;1968/07/09;37;Young Adult;Health Coach II;Entertainment;High Net Worth;N;Yes;9
1148;Inigo;Ojeda;Male;60;1987/09/28;57;Middle Age;Statistician IV;Financial Services;High Net Worth;N;No;5
1149;Ki;Odo;Female;29;1967/09/30;49;Middle Age;Developer III;;Affluent Customer;N;Yes;14
1150;Bernelle;Warwick;Female;64;1975/09/26;59;Older Adult;Information Systems Manager;Financial Services;Mass Customer;N;Yes;13
1151;Brena;Amburgy;Female;27;1965/04/06;26;Young Adult;VP Product Management;Argiculture;High Net Worth;N;Yes;19
1152;Humfrid;Ducket;Male;47;1998/06/23;29;Young Adult;Business Systems Development Analyst;Financial Services;Mass Customer;N;Yes;3
1153;Mirilla;Lothlorien;Female;53;1995/01/17;49;Middle Age;Desktop Support Technician;Health;Mass Customer;N;Yes;3
1154;Chase;Youd;Male;26;1974/11/24;30;Young Adult;Research Nurse;Health;Mass Customer;N;Yes;20
1155;Janetta;Hartrick;Female;73;1994/01/15;27;Young Adult;VP Marketing;Property;Mass Customer;N;Yes;9
1156;Breena;Risebrow;Female;22;1997/10/16;50;Middle Age;Marketing Assistant;Argiculture;Mass Customer;N;Yes;1
1157;Saunder;Camerati;Male;69;1974/04/03;39;Middle Age;Research Nurse;Health;Affluent Customer;N;Yes;17
1158;Butch;Geertje;Male;85;1985/02/17;31;Young Adult;Senior Quality Engineer;;Mass Customer;N;Yes;19
1159;Elbert;Bridgement;Male;94;1993/01/28;59;Older Adult;Librarian;Entertainment;Mass Customer;N;No;1
1160;Trisha;Nisuis;Female;98;1965/04/08;47;Middle Age;Speech Pathologist;IT;Affluent Customer;N;No;10
1161;Sibylle;Cutsforth;Female;86;1977/01/14;34;Young Adult;Senior Quality Engineer;Retail;Mass Customer;N;No;15
1162;Ambrose;Raiston;Male;29;1990/04/13;42;Middle Age;Marketing Assistant;;Mass Customer;N;Yes;7
1163;Manolo;Dwire;Male;77;1981/11/13;47;Middle Age;Cost Accountant;Financial Services;High Net Worth;N;Yes;8
1164;Gilligan;Mowat;Female;97;1977/01/09;31;Young Adult;Food Chemist;Health;Mass Customer;N;Yes;17
1165;Fanni;Wakelin;Female;58;1993/06/23;51;Middle Age;Administrative Assistant IV;Financial Services;High Net Worth;N;No;2
1166;Fannie;Devil;Female;40;1972/12/05;28;Young Adult;Quality Control Specialist;Health;Affluent Customer;N;No;8
1167;Elberta;Crickett;Female;20;1996/06/03;59;Older Adult;Software Test Engineer III;Health;Mass Customer;N;No;4
1168;Iosep;Shaddick;Male;44;1965/02/16;57;Middle Age;Pharmacist;Health;Affluent Customer;N;No;18
1169;Kessiah;Corden;Female;33;1967/08/09;59;Older Adult;Actuary;Financial Services;Mass Customer;N;Yes;13
1170;Lari;Rotte;Female;62;1964/11/30;53;Middle Age;Assistant Professor;IT;Mass Customer;N;Yes;4
1171;Ilise;Solloway;Female;32;1971/08/15;50;Middle Age;Human Resources Manager;;Affluent Customer;N;Yes;8
1172;Smith;Babbs;Male;48;1974/04/12;46;Middle Age;Recruiter;;Mass Customer;N;Yes;17
1173;Gertie;Chaim;Female;58;1978/03/02;124;Elderly Adult;Statistician IV;Retail;High Net Worth;N;No;16
1174;Shellysheldon;Gooderridge;;9;;39;Young Adult;Executive Secretary;IT;Mass Customer;N;No;
1175;Paige;Hodgin;Male;8;1985/09/22;48;Middle Age;Human Resources Manager;;Mass Customer;N;No;8
1176;Celia;Dockerty;Female;7;1976/01/16;71;Older Adult;Software Engineer IV;;Affluent Customer;N;Yes;7
1177;Bobbette;Pozzi;Female;47;1953/08/31;54;Middle Age;Food Chemist;Health;Affluent Customer;N;Yes;6
1178;Angelo;Byne;Male;1;1970/05/26;36;Young Adult;Pharmacist;Health;Mass Customer;N;No;13
1179;Kerry;Pashenkov;Male;56;1988/08/15;49;Middle Age;Media Manager IV;Financial Services;High Net Worth;N;Yes;13
1180;Gaye;Quickenden;Female;48;1975/08/17;46;Middle Age;Account Representative I;Financial Services;Affluent Customer;N;No;10
1181;Brita;Plant;Female;2;1978/06/06;49;Middle Age;Tax Accountant;Argiculture;Mass Customer;N;No;8
1182;Carolann;Ottiwill;Female;84;1975/01/11;65;Older Adult;Data Coordiator;IT;Mass Customer;N;Yes;7
